Experiment	GeneId	Symbol	Control_transcript	Case_transcript	CDS_control	CDS_case	CDS_change	UTR_change	Samples	Driver	num_samples
AML	ENSG00000196267.12	ZNF836	ENST00000597065.1	ENST00000597252.5	1	1	1	1	TARGET-20-PARCVS-04,TARGET-20-PASCRZ-04	No	2
AML	ENSG00000105618.13	PRPF31	ENST00000321030.8	ENST00000391755.1	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000133265.10	HSPBP1	ENST00000433386.6	ENST00000255631.9	1	1	0	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000197483.9	ZNF628	ENST00000391718.3	ENST00000598519.1	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000171425.9	ZNF581	ENST00000270451.5	ENST00000588537.1	1	1	0	1	TARGET-20-PASPLU-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000063244.12	U2AF2	ENST00000450554.6	ENST00000308924.8	1	1	1	1	TARGET-20-PASINN-04,TARGET-20-PASPLU-04	Driver	2
AML	ENSG00000142409.5	ZNF787	ENST00000610935.1	ENST00000587279.1	1	1	1	1	TARGET-20-PASCRZ-04,TARGET-20-PASYJI-04	No	2
AML	ENSG00000188785.11	ZNF548	ENST00000336128.11	ENST00000366197.9	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000174586.10	ZNF497	ENST00000311044.7	ENST00000425453.3	1	1	0	1	TARGET-20-PARDDY-04,TARGET-20-PASHYZ-04	No	2
AML	ENSG00000083807.9	SLC27A5	ENST00000594786.1	ENST00000601355.1	1	1	1	1	TARGET-20-PAKTCX-04,TARGET-20-PARYFN-04	No	2
AML	ENSG00000101266.16	CSNK2A1	ENST00000619188.4	ENST00000349736.9	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000101343.14	CRNKL1	ENST00000536226.1	ENST00000377327.8	1	1	1	1	TARGET-20-PAKTCX-04,TARGET-20-PARYFN-04	No	2
AML	ENSG00000101337.15	TM9SF4	ENST00000398022.6	ENST00000217315.9	1	1	1	1	TARGET-20-PAEDKB-04,TARGET-20-PAKTCX-04	No	2
AML	ENSG00000101417.11	PXMP4	ENST00000217398.3	ENST00000409299.7	1	1	1	1	TARGET-20-PAEDKB-04,TARGET-20-PARLVL-04	No	2
AML	ENSG00000125970.11	RALY	ENST00000246194.7	ENST00000375114.7	1	1	1	1	TARGET-20-PARFAL-04,TARGET-20-PASCRZ-04	Driver	2
AML	ENSG00000232907.7	DLGAP4-AS1	ENST00000439595.5	ENST00000433238.5	0	0	0	1	TARGET-20-PAEDKB-04,TARGET-20-PARDDY-04	No	2
AML	ENSG00000101082.13	SLA2	ENST00000262866.8	ENST00000360672.2	1	1	1	1	TARGET-20-PARLVL-04,TARGET-20-PASWAJ-04	Driver interactor	2
AML	ENSG00000166619.12	BLCAP	ENST00000373537.6	ENST00000397137.5	1	1	0	1	TARGET-20-PABLDZ-04,TARGET-20-PAKTCX-04	No	2
AML	ENSG00000132792.18	CTNNBL1	ENST00000361383.10	ENST00000373469.1	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000101445.9	PPP1R16B	ENST00000299824.5	ENST00000373331.2	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000101057.15	MYBL2	ENST00000396863.8	ENST00000217026.4	1	1	1	1	TARGET-20-PAKTCX-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000196839.12	ADA	ENST00000372874.8	ENST00000537820.1	1	1	1	1	TARGET-20-PASVYA-04,TARGET-20-PASXNR-04	No	2
AML	ENSG00000124155.16	PIGT	ENST00000279036.10	ENST00000543458.6	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000168612.4	ZSWIM1	ENST00000372520.1	ENST00000372523.1	1	1	0	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000101017.13	CD40	ENST00000372285.7	ENST00000620709.4	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PARDDY-04	Driver interactor	2
AML	ENSG00000124201.14	ZNFX1	ENST00000396105.5	ENST00000371752.5	1	1	0	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000240849.10	TMEM189	ENST00000371650.9	ENST00000371656.3	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PAKTCX-04	No	2
AML	ENSG00000124224.16	PPP4R1L	ENST00000244070.7	ENST00000497138.5	0	0	0	1	TARGET-20-PABLDZ-04,TARGET-20-PAKTCX-04	No	2
AML	ENSG00000101182.14	PSMA7	ENST00000370873.8	ENST00000370858.3	1	1	1	1	TARGET-20-PASCRZ-04,TARGET-20-PASMYS-04	No	2
AML	ENSG00000197457.9	STMN3	ENST00000370053.2	ENST00000540534.5	1	1	1	1	TARGET-20-PASCRZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000198276.13	UCKL1	ENST00000354216.10	ENST00000358711.7	1	1	1	1	TARGET-20-PAEDKB-04,TARGET-20-PASCRZ-04	No	2
AML	ENSG00000171700.13	RGS19	ENST00000395042.1	ENST00000332298.9	1	1	0	1	TARGET-20-PASCRZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000155307.17	SAMSN1	ENST00000400566.5	ENST00000400564.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000154719.13	MRPL39	ENST00000352957.8	ENST00000307301.11	1	1	1	1	TARGET-20-PAEFGT-04,TARGET-20-PALGKX-04	No	2
AML	ENSG00000142168.14	SOD1	ENST00000270142.10	ENST00000389995.4	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PAEDKB-04	Driver interactor	2
AML	ENSG00000185808.13	PIGP	ENST00000399103.5	ENST00000399102.5	1	1	0	1	TARGET-20-PAKTCX-04,TARGET-20-PARLVL-04	No	2
AML	ENSG00000157540.19	DYRK1A	ENST00000398960.6	ENST00000338785.7	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000205581.10	HMGN1	ENST00000380749.9	ENST00000380748.5	1	1	1	1	TARGET-20-PARFAL-04,TARGET-20-PASCGR-04	No	2
AML	ENSG00000182093.14	WRB	ENST00000333781.9	ENST00000380708.5	1	1	1	1	TARGET-20-PASPLU-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000215458.8	AATBC	ENST00000400385.2	ENST00000448247.5	0	0	0	1	TARGET-20-PARDDY-04,TARGET-20-PARTAL-04	No	2
AML	ENSG00000160255.16	ITGB2	ENST00000302347.9	ENST00000397852.5	1	1	0	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000177663.13	IL17RA	ENST00000319363.10	ENST00000612619.1	1	1	1	1	TARGET-20-PAKTCX-04,TARGET-20-PASHYZ-04	No	2
AML	ENSG00000099968.17	BCL2L13	ENST00000317582.9	ENST00000618481.4	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000100075.9	SLC25A1	ENST00000215882.9	ENST00000451283.5	1	1	1	1	TARGET-20-PAEFGT-04,TARGET-20-PARTAL-04	No	2
AML	ENSG00000100034.13	PPM1F	ENST00000263212.9	ENST00000397495.8	1	1	1	1	TARGET-20-PAKTCX-04,TARGET-20-PARDDY-04	No	2
AML	ENSG00000234884.1	CTA-407F11.8	ENST00000453811.1	ENST00000412773.1	0	0	0	1	TARGET-20-PADZCG-04,TARGET-20-PAKIWK-04	No	2
AML	ENSG00000159873.9	CCDC117	ENST00000249064.8	ENST00000421503.6	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000239282.7	GATSL3	ENST00000407689.7	ENST00000404953.7	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PASHYZ-04	No	2
AML	ENSG00000100353.17	EIF3D	ENST00000405442.5	ENST00000216190.12	1	1	0	1	TARGET-20-PARDDY-04,TARGET-20-PASTUH-04	No	2
AML	ENSG00000184381.18	PLA2G6	ENST00000402064.5	ENST00000335539.7	1	1	0	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000185022.11	MAFF	ENST00000338483.6	ENST00000426621.6	1	1	0	1	TARGET-20-PARBIU-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000100316.15	RPL3	ENST00000216146.8	ENST00000401609.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000198911.11	SREBF2	ENST00000361204.8	ENST00000612482.4	1	1	1	1	TARGET-20-PASHYZ-04,TARGET-20-PASYJI-04	No	2
AML	ENSG00000100300.17	TSPO	ENST00000337554.7	ENST00000583777.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000100364.18	KIAA0930	ENST00000391627.6	ENST00000336156.9	1	1	1	1	TARGET-20-PARLVL-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000130638.15	ATXN10	ENST00000252934.9	ENST00000402380.3	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000100429.17	HDAC10	ENST00000216271.9	ENST00000626012.2	1	1	1	1	TARGET-20-PAKTCX-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000100241.20	SBF1	ENST00000348911.10	ENST00000380817.7	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000169891.17	REPS2	ENST00000303843.7	ENST00000357277.7	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PARYVW-04	No	2
AML	ENSG00000102265.11	TIMP1	ENST00000218388.8	ENST00000377017.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PADZCG-04	No	2
AML	ENSG00000267064.1	UXT-AS1	ENST00000591832.1	ENST00000590504.1	0	0	0	1	TARGET-20-PABLDZ-04,TARGET-20-PASPLU-04	No	2
AML	ENSG00000094631.18	HDAC6	ENST00000334136.9	ENST00000376619.6	1	1	0	1	TARGET-20-PAEDKB-04,TARGET-20-PASJGZ-04	No	2
AML	ENSG00000102057.9	KCND1	ENST00000218176.3	ENST00000376477.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000072506.12	HSD17B10	ENST00000168216.10	ENST00000375298.4	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PAEDKB-04	No	2
AML	ENSG00000172943.18	PHF8	ENST00000338154.10	ENST00000357988.9	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000083750.12	RRAGB	ENST00000374941.8	ENST00000262850.7	1	1	1	1	TARGET-20-PASHYZ-04,TARGET-20-PASMYS-04	No	2
AML	ENSG00000130052.13	STARD8	ENST00000374597.3	ENST00000252336.10	1	1	0	1	TARGET-20-PARDDY-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000120509.10	PDZD11	ENST00000239666.8	ENST00000374454.1	1	1	0	1	TARGET-20-PARDDY-04,TARGET-20-PASHYZ-04	No	2
AML	ENSG00000147202.17	DIAPH2	ENST00000373054.5	ENST00000373049.8	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PAKTCX-04	No	2
AML	ENSG00000010671.15	BTK	ENST00000308731.7	ENST00000618050.4	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PARDDY-04	Driver	2
AML	ENSG00000156697.12	UTP14A	ENST00000394422.7	ENST00000425117.6	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000102034.16	ELF4	ENST00000308167.9	ENST00000615377.4	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000134602.15	STK26	ENST00000394334.6	ENST00000394335.6	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000123728.9	RAP2C	ENST00000342983.6	ENST00000620646.4	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000186376.14	ZNF75D	ENST00000370766.7	ENST00000370764.1	1	1	1	1	TARGET-20-PAKTCX-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000089820.15	ARHGAP4	ENST00000350060.9	ENST00000393721.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000102032.12	RENBP	ENST00000393700.7	ENST00000369997.7	1	1	1	1	TARGET-20-PASHYZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000147403.16	RPL10	ENST00000406022.6	ENST00000369817.6	1	1	1	1	TARGET-20-PAPXRJ-04,TARGET-20-PARBIU-04	Driver	2
AML	ENSG00000071553.16	ATP6AP1	ENST00000369762.6	ENST00000619046.4	1	1	1	1	TARGET-20-PASCRZ-04,TARGET-20-PASMYS-04	No	2
AML	ENSG00000185010.13	F8	ENST00000330287.10	ENST00000360256.8	1	1	1	1	TARGET-20-PARYVW-04,TARGET-20-PASVYA-04	No	2
AML	ENSG00000155959.10	VBP1	ENST00000286428.5	ENST00000625964.2	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
