Experiment	GeneId	Symbol	Control_transcript	Case_transcript	CDS_control	CDS_case	CDS_change	UTR_change	Samples	Driver	num_samples	Pfam_change	Prosite_change	Functional	p_recurrent
ALL	ENSG00000102580.14	DNAJC3	ENST00000602402.5	ENST00000376795.6	1	1	1	1	TARGET-10-PAPSPG-04,TARGET-10-PARAKF-04,TARGET-10-PARLAF-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000100890.15	KIAA0391	ENST00000605870.5	ENST00000534898.8	1	1	1	1	TARGET-10-PANUSN-04,TARGET-10-PAPZST-04,TARGET-10-PARLAF-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000258940.2	RP11-407N17.5	ENST00000605298.1	ENST00000553520.1	0	0	0	1	TARGET-10-PANSDA-04,TARGET-10-PAPEFH-04,TARGET-10-PAPPGN-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000125375.14	ATP5S	ENST00000311459.11	ENST00000426751.6	1	1	1	1	TARGET-10-PAPZST-04,TARGET-10-PASFXA-04,TARGET-10-PATCTI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000197045.12	GMFB	ENST00000616146.4	ENST00000358056.7	1	1	1	1	TARGET-10-PAPJIB-04,TARGET-10-PAPZNK-04,TARGET-10-PASKAY-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000180008.8	SOCS4	ENST00000395472.2	ENST00000339298.2	1	1	0	1	TARGET-10-PANYGB-04,TARGET-10-PAPJIB-04,TARGET-10-PAPZST-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000134001.12	EIF2S1	ENST00000256383.8	ENST00000466499.6	1	1	0	1	TARGET-10-PAPSPG-04,TARGET-10-PARPRW-04,TARGET-10-PATCTI-04	Driver interactor	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000205476.8	CCDC85C	ENST00000380243.8	ENST00000557769.5	1	1	1	1	TARGET-10-PAPDJM-04,TARGET-10-PASFXA-04,TARGET-10-PASKAY-04	No	3	TRUE	FALSE	Yes	0.45309753864995794
ALL	ENSG00000168350.7	DEGS2	ENST00000305631.6	ENST00000553834.1	1	1	1	1	TARGET-10-PANUSN-04,TARGET-10-PAPNNX-04,TARGET-10-PARAKF-04	No	3	TRUE	FALSE	Yes	0.45309753864995794
ALL	ENSG00000256053.7	APOPT1	ENST00000409074.6	ENST00000556253.6	1	1	1	1	TARGET-10-PAPAGK-04,TARGET-10-PAPRCS-04,TARGET-10-PAPVTA-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000275835.4	TUBGCP5	ENST00000615383.4	ENST00000620435.4	1	1	1	1	TARGET-10-PAPGFP-04,TARGET-10-PARJSR-04,TARGET-10-PATCTI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000140320.11	BAHD1	ENST00000560846.1	ENST00000416165.5	1	1	1	1	TARGET-10-PAPJIB-04,TARGET-10-PARNMF-04,TARGET-10-PARXMC-04	Driver interactor	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000137770.13	CTDSPL2	ENST00000260327.8	ENST00000558966.5	1	1	0	1	TARGET-10-PAPGFP-04,TARGET-10-PAPRCS-04,TARGET-10-PAPSPN-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000259488.2	RP11-154J22.1	ENST00000612262.1	ENST00000560323.1	0	0	0	1	TARGET-10-PAPLDM-04,TARGET-10-PARGVZ-04,TARGET-10-PATCTI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000140474.12	ULK3	ENST00000440863.6	ENST00000569437.5	1	1	1	1	TARGET-10-PAPGFP-04,TARGET-10-PAPNFY-04,TARGET-10-PARPRW-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000140398.13	NEIL1	ENST00000355059.8	ENST00000569035.5	1	1	0	1	TARGET-10-PAPDJM-04,TARGET-10-PAPLDL-04,TARGET-10-PATCTI-04	Driver	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000140379.7	BCL2A1	ENST00000267953.3	ENST00000335661.6	1	1	1	1	TARGET-10-PAPACP-04,TARGET-10-PAPLDM-04,TARGET-10-PARNMF-04	Driver interactor	3	FALSE	TRUE	Yes	0.45309753864995794
ALL	ENSG00000183496.5	MEX3B	ENST00000329713.4	ENST00000558133.1	1	1	1	1	TARGET-10-PAPJHB-04,TARGET-10-PAPNFY-04,TARGET-10-PAPPGN-04	No	3	TRUE	FALSE	Yes	0.45309753864995794
ALL	ENSG00000140598.13	EFTUD1	ENST00000268206.11	ENST00000359445.7	1	1	1	1	TARGET-10-PANXPE-04,TARGET-10-PAPZST-04,TARGET-10-PARNMF-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000103942.12	HOMER2	ENST00000450735.6	ENST00000304231.12	1	1	1	1	TARGET-10-PAPDJM-04,TARGET-10-PAPEJN-04,TARGET-10-PARXMC-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000172183.14	ISG20	ENST00000560741.5	ENST00000379224.9	1	1	1	1	TARGET-10-PANUSN-04,TARGET-10-PANZPJ-04,TARGET-10-PAPACP-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000068305.17	MEF2A	ENST00000338042.10	ENST00000557785.5	1	1	0	1	TARGET-10-PAPNNX-04,TARGET-10-PARAKF-04,TARGET-10-PARGHW-04	Driver	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000154237.12	LRRK1	ENST00000388948.7	ENST00000532029.6	1	1	1	1	TARGET-10-PAPZST-04,TARGET-10-PARIAD-04,TARGET-10-PARLAF-04	Driver interactor	3	TRUE	FALSE	Yes	0.45309753864995794
ALL	ENSG00000236829.9	Z97634.3	ENST00000412293.5	ENST00000435229.1	0	0	0	1	TARGET-10-PANUSN-04,TARGET-10-PANZPJ-04,TARGET-10-PAPRCS-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000007545.15	CRAMP1L	ENST00000293925.9	ENST00000397412.7	1	1	0	1	TARGET-10-PANZPJ-04,TARGET-10-PAPZST-04,TARGET-10-PATCTI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000103024.7	NME3	ENST00000219302.7	ENST00000563498.1	1	1	1	1	TARGET-10-PAPDWT-04,TARGET-10-PAPIJB-04,TARGET-10-PARBRK-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000074071.13	MRPS34	ENST00000397375.6	ENST00000177742.7	1	1	1	1	TARGET-10-PAPMFI-04,TARGET-10-PARNMF-04,TARGET-10-PASHUI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000085644.13	ZNF213	ENST00000396878.7	ENST00000574902.5	1	1	0	1	TARGET-10-PAPNMY-04,TARGET-10-PARNMF-04,TARGET-10-PATCTI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000262468.5	LINC01569	ENST00000573042.1	ENST00000573268.1	0	0	0	1	TARGET-10-PAPDWT-04,TARGET-10-PAPNFY-04,TARGET-10-PARAKF-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000033011.11	ALG1	ENST00000262374.9	ENST00000544428.1	1	1	1	1	TARGET-10-PAPACP-04,TARGET-10-PARGHW-04,TARGET-10-PARNMF-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000140650.11	PMM2	ENST00000268261.8	ENST00000566983.5	1	1	1	1	TARGET-10-PANYGB-04,TARGET-10-PARFLV-04,TARGET-10-PARXMC-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000187555.14	USP7	ENST00000344836.8	ENST00000381886.8	1	1	1	1	TARGET-10-PAPNNX-04,TARGET-10-PAPSPN-04,TARGET-10-PARLAF-04	Driver	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000166501.12	PRKCB	ENST00000303531.11	ENST00000321728.11	1	1	1	1	TARGET-10-PAPAGK-04,TARGET-10-PAPZNK-04,TARGET-10-PARLAF-04	Driver interactor	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000155666.11	KDM8	ENST00000286096.8	ENST00000568965.1	1	1	1	1	TARGET-10-PARAKF-04,TARGET-10-PARGHW-04,TARGET-10-PATCTI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000205609.12	EIF3CL	ENST00000380876.4	ENST00000398944.7	1	1	0	1	TARGET-10-PAPMFI-04,TARGET-10-PAPNFY-04,TARGET-10-PARXMC-04	Driver interactor	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000196993.8	NPIPB9	ENST00000357796.7	ENST00000550983.1	1	1	1	1	TARGET-10-PAPDJM-04,TARGET-10-PARGVZ-04,TARGET-10-PASFXA-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000103485.17	QPRT	ENST00000395384.8	ENST00000562473.1	1	1	1	1	TARGET-10-PAPDJM-04,TARGET-10-PAPMFI-04,TARGET-10-PAPZST-04	No	3	TRUE	FALSE	Yes	0.45309753864995794
ALL	ENSG00000079616.12	KIF22	ENST00000160827.8	ENST00000400751.9	1	1	1	1	TARGET-10-PAPECF-04,TARGET-10-PAPMFI-04,TARGET-10-PAPNMY-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000013364.18	MVP	ENST00000357402.9	ENST00000395353.5	1	1	0	1	TARGET-10-PANUSN-04,TARGET-10-PAPZST-04,TARGET-10-PARNMF-04	Driver interactor	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000261416.1	RP11-455F5.5	ENST00000567153.1	ENST00000568506.1	0	0	0	1	TARGET-10-PANUSN-04,TARGET-10-PAPIJB-04,TARGET-10-PARBVI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000167394.12	ZNF668	ENST00000300849.4	ENST00000426488.6	1	1	1	1	TARGET-10-PAPZST-04,TARGET-10-PARMSP-04,TARGET-10-PATCTI-04	Driver interactor	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000185947.14	ZNF267	ENST00000300870.14	ENST00000394846.7	1	1	1	1	TARGET-10-PAPIJB-04,TARGET-10-PASKAY-04,TARGET-10-PATCTI-04	No	3	TRUE	TRUE	Yes	0.45309753864995794
ALL	ENSG00000245694.8	CRNDE	ENST00000501177.7	ENST00000559432.5	0	0	0	1	TARGET-10-PANUSN-04,TARGET-10-PAPZST-04,TARGET-10-PARLAF-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000187193.8	MT1X	ENST00000394485.4	ENST00000562939.1	1	1	1	1	TARGET-10-PANXPE-04,TARGET-10-PAPACP-04,TARGET-10-PAPJIB-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000159720.11	ATP6V0D1	ENST00000290949.7	ENST00000540149.5	1	1	1	1	TARGET-10-PAPECF-04,TARGET-10-PAPLDM-04,TARGET-10-PAPMFI-04	No	3	TRUE	FALSE	Yes	0.45309753864995794
ALL	ENSG00000157353.16	FUK	ENST00000288078.10	ENST00000571514.5	1	1	1	1	TARGET-10-PAPACP-04,TARGET-10-PAPJIB-04,TARGET-10-PAPZST-04	No	3	TRUE	FALSE	Yes	0.45309753864995794
ALL	ENSG00000132613.14	MTSS1L	ENST00000338779.10	ENST00000616026.4	1	1	1	1	TARGET-10-PAPAGK-04,TARGET-10-PAPRCS-04,TARGET-10-PARAKF-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000103264.15	FBXO31	ENST00000311635.11	ENST00000618298.4	1	1	1	1	TARGET-10-PANSHK-04,TARGET-10-PANZPJ-04,TARGET-10-PAPJIB-04	No	3	TRUE	FALSE	Yes	0.45309753864995794
ALL	ENSG00000140948.11	ZCCHC14	ENST00000268616.8	ENST00000568020.5	1	0	1	1	TARGET-10-PAPIJB-04,TARGET-10-PAPNNX-04,TARGET-10-PAPZNK-04	No	3	TRUE	FALSE	Yes	0.45309753864995794
ALL	ENSG00000167526.13	RPL13	ENST00000567815.5	ENST00000393099.3	1	1	0	1	TARGET-10-PANCVR-04,TARGET-10-PAPHJF-04,TARGET-10-PARFTR-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000015413.9	DPEP1	ENST00000261615.5	ENST00000393092.7	1	1	0	1	TARGET-10-PANYGB-04,TARGET-10-PARIAD-04,TARGET-10-PATCTI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000187624.8	C17orf97	ENST00000360127.6	ENST00000571106.1	1	1	1	1	TARGET-10-PAPACP-04,TARGET-10-PARGHW-04,TARGET-10-PASHUI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000129235.10	TXNDC17	ENST00000570330.5	ENST00000574838.1	1	1	1	1	TARGET-10-PANSHK-04,TARGET-10-PAPJIB-04,TARGET-10-PAPLDM-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000219200.10	RNASEK	ENST00000552039.2	ENST00000593646.5	1	1	1	1	TARGET-10-PANZPJ-04,TARGET-10-PAPNMY-04,TARGET-10-PARXMC-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000265749.5	RP11-849F2.5	ENST00000580537.1	ENST00000585181.1	0	0	0	1	TARGET-10-PANCVR-04,TARGET-10-PAPLDL-04,TARGET-10-PAPSPG-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000237575.4	PYY2	ENST00000441253.2	ENST00000315776.4	0	0	0	1	TARGET-10-PAPEFH-04,TARGET-10-PAPEJN-04,TARGET-10-PARBVI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000007202.14	KIAA0100	ENST00000528896.6	ENST00000544884.5	1	1	1	1	TARGET-10-PAPDUV-04,TARGET-10-PAPLDM-04,TARGET-10-PAPSPN-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000172301.10	COPRS	ENST00000302362.10	ENST00000378634.6	1	1	1	1	TARGET-10-PANYGB-04,TARGET-10-PAPJHB-04,TARGET-10-PASHUI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000067191.15	CACNB1	ENST00000622445.4	ENST00000394303.7	1	1	1	1	TARGET-10-PARNMF-04,TARGET-10-PARXMC-04,TARGET-10-PATCTI-04	No	3	TRUE	FALSE	Yes	0.45309753864995794
ALL	ENSG00000073969.18	NSF	ENST00000398238.8	ENST00000575068.5	1	1	1	1	TARGET-10-PANSDA-04,TARGET-10-PAPNMY-04,TARGET-10-PARFLV-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000229980.4	TOB1-AS1	ENST00000416263.3	ENST00000514358.1	0	0	0	1	TARGET-10-PAPCVZ-04,TARGET-10-PAPPGN-04,TARGET-10-PARMXF-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000011143.16	MKS1	ENST00000393119.6	ENST00000313863.10	1	1	1	1	TARGET-10-PANYGB-04,TARGET-10-PAPNFY-04,TARGET-10-PARNMF-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000005379.15	BZRAP1	ENST00000268893.10	ENST00000343736.8	1	1	1	1	TARGET-10-PAPGFP-04,TARGET-10-PAPSPN-04,TARGET-10-PASKAY-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000265148.5	BZRAP1-AS1	ENST00000580022.5	ENST00000579527.5	0	0	0	1	TARGET-10-PANUSN-04,TARGET-10-PAPMFI-04,TARGET-10-PARNMF-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000176160.9	HSF5	ENST00000323777.7	ENST00000617946.1	1	1	1	1	TARGET-10-PAPEJN-04,TARGET-10-PARNMF-04,TARGET-10-PARXMC-04	No	3	TRUE	FALSE	Yes	0.45309753864995794
ALL	ENSG00000257949.6	TEN1	ENST00000397640.5	ENST00000588202.5	1	1	1	1	TARGET-10-PAPECF-04,TARGET-10-PARXMC-04,TARGET-10-PATCTI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000154856.12	APCDD1	ENST00000355285.9	ENST00000578882.1	1	1	1	1	TARGET-10-PAPNMY-04,TARGET-10-PAPZST-04,TARGET-10-PARBRK-04	Driver	3	TRUE	FALSE	Yes	0.45309753864995794
ALL	ENSG00000119537.15	KDSR	ENST00000406396.7	ENST00000326575.9	1	1	1	1	TARGET-10-PAPSPN-04,TARGET-10-PARGHW-04,TARGET-10-PATCTI-04	No	3	FALSE	TRUE	Yes	0.45309753864995794
ALL	ENSG00000179981.9	TSHZ1	ENST00000322038.5	ENST00000580243.1	1	1	1	1	TARGET-10-PAPRCS-04,TARGET-10-PARBRK-04,TARGET-10-PARPRW-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000282458.1	WASH5P	ENST00000632506.1	ENST00000633742.1	0	0	0	1	TARGET-10-PAPJIB-04,TARGET-10-PARAKF-04,TARGET-10-PASKAY-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000104904.12	OAZ1	ENST00000602676.6	ENST00000582888.8	1	1	1	1	TARGET-10-PANYGB-04,TARGET-10-PARLAF-04,TARGET-10-PARNMF-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000205744.9	DENND1C	ENST00000381480.6	ENST00000543576.5	1	1	1	1	TARGET-10-PAPEFH-04,TARGET-10-PARJSR-04,TARGET-10-PARNMF-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000142303.13	ADAMTS10	ENST00000595838.5	ENST00000270328.8	1	1	1	1	TARGET-10-PANYYV-04,TARGET-10-PAPECF-04,TARGET-10-PAPSPG-04	No	3	TRUE	FALSE	Yes	0.45309753864995794
ALL	ENSG00000130810.19	PPAN	ENST00000253107.11	ENST00000393793.5	1	1	1	1	TARGET-10-PANXPE-04,TARGET-10-PAPMVB-04,TARGET-10-PAPNMY-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000105520.10	LPPR2	ENST00000251473.9	ENST00000591608.1	1	1	1	1	TARGET-10-PAPZNK-04,TARGET-10-PARBVI-04,TARGET-10-PARFLV-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000198551.9	ZNF627	ENST00000361113.9	ENST00000588174.1	1	1	1	1	TARGET-10-PAPJIB-04,TARGET-10-PAPNFY-04,TARGET-10-PASHUI-04	No	3	TRUE	TRUE	Yes	0.45309753864995794
ALL	ENSG00000132010.15	ZNF20	ENST00000334213.9	ENST00000600335.5	1	1	1	1	TARGET-10-PAPDJM-04,TARGET-10-PAPEFH-04,TARGET-10-PAPZST-04	No	3	TRUE	TRUE	Yes	0.45309753864995794
ALL	ENSG00000141867.17	BRD4	ENST00000263377.6	ENST00000630599.2	1	1	1	1	TARGET-10-PAPZST-04,TARGET-10-PARPRW-04,TARGET-10-PATCTI-04	Driver interactor	3	TRUE	FALSE	Yes	0.45309753864995794
ALL	ENSG00000196684.12	HSH2D	ENST00000613986.4	ENST00000616645.4	1	1	0	1	TARGET-10-PANYGB-04,TARGET-10-PAPGFP-04,TARGET-10-PARLAF-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000105393.15	BABAM1	ENST00000598188.5	ENST00000601043.5	1	1	0	1	TARGET-10-PANXPE-04,TARGET-10-PAPACP-04,TARGET-10-PARNMF-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000105639.18	JAK3	ENST00000458235.5	ENST00000534444.1	1	1	1	1	TARGET-10-PANXPE-04,TARGET-10-PAPVTA-04,TARGET-10-PARXMC-04	Driver	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000064607.16	SUGP2	ENST00000452918.6	ENST00000337018.10	1	1	0	1	TARGET-10-PAPIJB-04,TARGET-10-PARIAD-04,TARGET-10-PATCTI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000172687.13	ZNF738	ENST00000311015.7	ENST00000597810.5	1	1	1	1	TARGET-10-PAPDJM-04,TARGET-10-PAPIJB-04,TARGET-10-PASFXA-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000197372.9	ZNF675	ENST00000359788.8	ENST00000601010.5	1	1	1	1	TARGET-10-PAPRCS-04,TARGET-10-PAPZST-04,TARGET-10-PARBVI-04	No	3	TRUE	TRUE	Yes	0.45309753864995794
ALL	ENSG00000205209.7	SCGB2B2	ENST00000601241.5	ENST00000379204.2	1	1	0	1	TARGET-10-PAPDWT-04,TARGET-10-PAPNFY-04,TARGET-10-PASHUI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000197863.8	ZNF790	ENST00000356725.8	ENST00000614179.4	1	1	0	1	TARGET-10-PAPEAB-04,TARGET-10-PARXMC-04,TARGET-10-PASKAY-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000006712.14	PAF1	ENST00000221265.7	ENST00000595564.5	1	1	1	1	TARGET-10-PAPMVB-04,TARGET-10-PARAKF-04,TARGET-10-PARLAF-04	Driver interactor	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000105219.8	CNTD2	ENST00000430325.6	ENST00000513948.1	1	1	1	1	TARGET-10-PAPACP-04,TARGET-10-PARMXF-04,TARGET-10-PARNMF-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000269858.5	EGLN2	ENST00000303961.8	ENST00000594140.5	1	1	1	1	TARGET-10-PAPJIB-04,TARGET-10-PAPZST-04,TARGET-10-PARMSP-04	Driver interactor	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000268355.1	AC006129.1	ENST00000599770.1	ENST00000599316.1	0	0	0	1	TARGET-10-PAPNMY-04,TARGET-10-PAPPGN-04,TARGET-10-PATCTI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000007129.17	CEACAM21	ENST00000407170.6	ENST00000401445.3	1	1	1	1	TARGET-10-PANUSN-04,TARGET-10-PAPACP-04,TARGET-10-PAPCVZ-04	No	3	TRUE	FALSE	Yes	0.45309753864995794
ALL	ENSG00000105722.9	ERF	ENST00000222329.8	ENST00000440177.6	1	1	1	1	TARGET-10-PAPNFY-04,TARGET-10-PAPZST-04,TARGET-10-PARGHW-04	Driver interactor	3	FALSE	TRUE	Yes	0.45309753864995794
ALL	ENSG00000079432.7	CIC	ENST00000575354.6	ENST00000572681.6	1	1	1	1	TARGET-10-PAPNNX-04,TARGET-10-PAPZST-04,TARGET-10-PARLAF-04	Driver	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000104863.11	LIN7B	ENST00000221459.6	ENST00000391864.7	1	1	1	1	TARGET-10-PANZPJ-04,TARGET-10-PAPMFI-04,TARGET-10-PARNMF-04	No	3	TRUE	FALSE	Yes	0.45309753864995794
ALL	ENSG00000269834.5	ZNF528-AS1	ENST00000596746.1	ENST00000601562.5	0	0	0	1	TARGET-10-PANUSN-04,TARGET-10-PARMXF-04,TARGET-10-PATCTI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000196417.12	ZNF765	ENST00000396408.7	ENST00000594030.2	1	1	1	1	TARGET-10-PAPACP-04,TARGET-10-PAPDJM-04,TARGET-10-PARGHW-04	No	3	TRUE	TRUE	Yes	0.45309753864995794
ALL	ENSG00000125503.12	PPP1R12C	ENST00000263433.7	ENST00000435544.6	1	1	1	1	TARGET-10-PARJSR-04,TARGET-10-PARXMC-04,TARGET-10-PASHUI-04	Driver interactor	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000213762.10	ZNF134	ENST00000396161.9	ENST00000622676.1	1	1	1	1	TARGET-10-PAPNNX-04,TARGET-10-PAPSPN-04,TARGET-10-PAPZNK-04	No	3	TRUE	TRUE	Yes	0.45309753864995794
ALL	ENSG00000152443.12	ZNF776	ENST00000317178.9	ENST00000431353.1	1	1	1	1	TARGET-10-PAPDJM-04,TARGET-10-PAPEFH-04,TARGET-10-PATCTI-04	No	3	TRUE	TRUE	Yes	0.45309753864995794
ALL	ENSG00000181894.14	ZNF329	ENST00000358067.5	ENST00000598312.5	1	1	0	1	TARGET-10-PANUSN-04,TARGET-10-PAPDJM-04,TARGET-10-PAPJIB-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000101444.12	AHCY	ENST00000217426.6	ENST00000538132.1	1	1	1	1	TARGET-10-PANSHK-04,TARGET-10-PAPMFI-04,TARGET-10-PASHUI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000125991.18	ERGIC3	ENST00000348547.6	ENST00000357394.8	1	1	1	1	TARGET-10-PANXPE-04,TARGET-10-PAPACP-04,TARGET-10-PATCTI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000171858.17	RPS21	ENST00000343986.8	ENST00000450116.6	1	1	1	1	TARGET-10-PANTSM-04,TARGET-10-PAPZNK-04,TARGET-10-PARGHW-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000125510.15	OPRL1	ENST00000355631.8	ENST00000336866.6	1	1	0	1	TARGET-10-PAPGFP-04,TARGET-10-PAPZNK-04,TARGET-10-PARFLV-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000155307.17	SAMSN1	ENST00000400566.5	ENST00000400564.5	1	1	1	1	TARGET-10-PAPZNK-04,TARGET-10-PARFTR-04,TARGET-10-PATCTI-04	No	3	TRUE	FALSE	Yes	0.45309753864995794
ALL	ENSG00000154723.12	ATP5J	ENST00000284971.7	ENST00000400093.3	1	1	0	1	TARGET-10-PANXPE-04,TARGET-10-PARAKF-04,TARGET-10-PARLAF-04	Driver interactor	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000205581.10	HMGN1	ENST00000380749.9	ENST00000380748.5	1	1	1	1	TARGET-10-PAPCVZ-04,TARGET-10-PAPMVB-04,TARGET-10-PAPSPN-04	No	3	FALSE	TRUE	Yes	0.45309753864995794
ALL	ENSG00000160284.14	SPATC1L	ENST00000330205.10	ENST00000291672.5	1	1	1	1	TARGET-10-PANSHK-04,TARGET-10-PAPLDM-04,TARGET-10-PASHUI-04	No	3	TRUE	FALSE	Yes	0.45309753864995794
ALL	ENSG00000099942.12	CRKL	ENST00000354336.7	ENST00000411769.1	1	0	1	1	TARGET-10-PAPAGK-04,TARGET-10-PAPNFY-04,TARGET-10-PAPNNX-04	Driver	3	TRUE	FALSE	Yes	0.45309753864995794
ALL	ENSG00000100027.14	YPEL1	ENST00000339468.7	ENST00000403503.1	1	1	1	1	TARGET-10-PAPAGK-04,TARGET-10-PAPZNK-04,TARGET-10-PARLAF-04	No	3	TRUE	FALSE	Yes	0.45309753864995794
ALL	ENSG00000169575.4	VPREB1	ENST00000403807.3	ENST00000302273.2	1	1	1	1	TARGET-10-PANZPJ-04,TARGET-10-PAPDWT-04,TARGET-10-PAPMFI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000100104.12	SRRD	ENST00000215917.11	ENST00000613968.1	1	1	1	1	TARGET-10-PAPNNX-04,TARGET-10-PAPZST-04,TARGET-10-PARBVI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000128284.19	APOL3	ENST00000349314.6	ENST00000397293.6	1	1	1	1	TARGET-10-PANZPJ-04,TARGET-10-PAPZNK-04,TARGET-10-PARMXF-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000100345.20	MYH9	ENST00000216181.9	ENST00000401701.1	1	1	1	1	TARGET-10-PAPAGK-04,TARGET-10-PAPJIB-04,TARGET-10-PAPMFI-04	No	3	TRUE	FALSE	Yes	0.45309753864995794
